file,id,source,author,premium,risk,text_excerpt
data/cards.ts,card-112,Pirké Avot 1:2 — Shimon HaTzaddik,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Cette formule trinitaire de Shimon HaTzaddik définit les trois dimensions de la vie juive : la connaissance (Torah), la relation à Dieu (Avoda), et la relation"
data/cards.ts,card-113,Pirké Avot 1:3 — Antigonus de Socho,Maimonide,true,likely-PD-or-traditional,"Antigonus introduit l'idée révolutionnaire d'un service désintéressé. Servir Dieu par amour, non par espoir de récompense ou crainte du châtiment — c'est la mat"
data/cards.ts,card-114,Pirké Avot 1:15 — Shammaï,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le plus strict des sages — Shammaï, connu pour ses décisions sévères — enseigne d'accueillir chacun avec un visage aimable. La courtoisie et le respect de l'aut"
data/cards.ts,card-115,Pirké Avot 1:12 — Hillel,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Hillel décrit Aaron comme le modèle du médiateur de paix. ""Poursuivre"" la paix — rodef shalom — implique que la paix ne se trouve pas passivement : elle se cher"
data/cards.ts,card-116,Pirké Avot 1:14 — Hillel,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),Ce tryptique de Hillel est peut-être la formule la plus complète jamais écrite sur la responsabilité humaine. La première question affirme la valeur de soi ; la
data/cards.ts,card-117,Pirké Avot 1:17 — Rabban Shimon ben Gamliel,Maimonide,true,likely-PD-or-traditional,"Cette formule paradoxale dans un traité d'éthique situe l'action au-dessus de l'étude. Non pas pour dévaluer la Torah, mais pour rappeler que la connaissance qu"
data/cards.ts,card-118,Pirké Avot 4:20 — Rabbi Meir,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Cette maxime de Rabbi Meir est une invitation à dépasser les apparences. L'extérieur — rang social, beauté physique, vêtement — ne détermine pas la valeur intér"
data/cards.ts,card-119,Pirké Avot 3:10 — Rabbi Hanina ben Dosa,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),L'approbation divine passe par l'approbation des créatures. Ce n'est pas une vision populiste de la vertu — c'est la reconnaissance que l'amour de Dieu et l'amo
data/cards.ts,card-120,Pirké Avot 4:10 — Rabbi Levitas d'Yavneh,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"L'humilité (anavah) n'est pas l'effacement de soi — c'est la reconnaissance que chaque être humain porte quelque chose que je ne possède pas. Heschel écrit : ""P"
data/cards.ts,card-121,Pirké Avot 2:5 — Hillel,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),"Hillel décrit la responsabilité de celui qui voit un vide moral ou éthique : il doit le combler lui-même, plutôt que d'attendre les autres. Ce n'est pas de l'ar"
data/cards.ts,card-122,Pirké Avot 1:5 — Yosé ben Yohanan de Jérusalem,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"L'hospitalité (Hakhnasat Orchim) est une des grandes valeurs juives, fondée sur l'exemple d'Abraham. Mais cette mishnah va plus loin : les pauvres ne sont pas d"
data/cards.ts,card-123,Pirké Avot 2:4 — Hillel,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Cette injonction d'Hillel est l'essence de l'empathie. Avant de juger les choix ou les comportements d'autrui, il faut s'imaginer dans sa situation — avec ses p"
data/cards.ts,card-124,Pirké Avot 1:6 — Yehoshua ben Perachiah,Martin Buber,true,COPYRIGHT (†1965 → 2035),"Le verbe ""qneh"" (acquérir) est fort — comme on acquiert une propriété. L'amitié véritable demande un investissement actif. Le Talmud commente que le compagnon d"
data/cards.ts,card-125,Pirké Avot 4:1 — Ben Zoma,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Ben Zoma renverse la définition conventionnelle du sage : ce n'est pas celui qui sait le plus, mais celui qui apprend de chacun. Cette humilité épistémique est"
data/cards.ts,card-126,Pirké Avot 4:1 — Ben Zoma,Rabbi Yisrael Salanter,true,likely-PD-or-traditional,"La force véritable, selon Ben Zoma, n'est pas physique ni militaire — c'est la maîtrise de soi. Dans un monde qui confond force et domination, cette définition"
data/cards.ts,card-127,Pirké Avot 4:1 — Ben Zoma,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"La richesse redéfinie par Ben Zoma n'est pas l'accumulation mais la satisfaction. ""Sameach be-chelqo"" — se réjouir de sa part — est la pratique de la gratitude."
data/cards.ts,card-128,Pirké Avot 4:1 — Ben Zoma,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Le quatrième retournement de Ben Zoma : l'honneur véritable appartient à celui qui honore les autres, pas à celui qui cherche à être honoré. C'est la définition"
data/cards.ts,card-129,Pirké Avot 3:15 — Rabbi Akiva,Maimonide,true,likely-PD-or-traditional,Ce paradoxe fondamental de Rabbi Akiva articule la tension entre la Providence divine et la liberté humaine. Maimonide en fera une des bases de sa théologie. Le
data/cards.ts,card-130,Pirké Avot 3:14 — Rabbi Akiva,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Rabbi Akiva proclame que chaque être humain est ""aimé"" (haviv) — non pas méritant ou vertueux, mais aimé inconditionnellement, parce que portant l'image de Dieu"
data/cards.ts,card-131,Pirké Avot 1:18 — Rabban Shimon ben Gamliel,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Cette mishnah complète celle de Shimon HaTzaddik (Torah, Avoda, Gmilut Hasadim) en définissant les fondements d'une société juste. Justice, vérité et paix ne so"
data/cards.ts,card-132,Pirké Avot 1:15 — Shammaï,Rashi,true,likely-PD-or-traditional,"L'intégrité des paroles est au cœur de l'éthique juive. Surpasser sa promesse plutôt que la manquer est une forme de respect de l'autre. Abraham, qui court vers"
data/cards.ts,card-133,Pirké Avot 2:4 — Hillel,Rabbi Yisrael Salanter,true,likely-PD-or-traditional,Hillel met en garde contre la certitude de soi morale. Personne ne peut affirmer avec assurance qu'il n'est pas susceptible de tomber. Cette humilité épistémiqu
data/cards.ts,card-134,Pirké Avot 2:4 — Hillel,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Hillel répond à la procrastination avec une lucidité poignante : le temps libre idéal n'arrive jamais. L'étude de la Torah, la prière, la pratique éthique ne pe"
data/cards.ts,card-135,Pirké Avot 2:7 — Hillel,Rabbi Isaac Louria,true,likely-PD-or-traditional,"La sagesse et la compréhension se nourrissent mutuellement dans la vision d'Hillel. La ""hochma"" (sagesse) et la ""bina"" (compréhension) sont deux des Sefirot de"
data/cards.ts,card-136,Pirké Avot 2:7 — Hillel,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Hillel relie directement la tsedaka (justice redistributive) à la paix. Ce n'est pas un idéalisme naïf — c'est une observation sociologique profonde : les socié
data/cards.ts,card-137,Pirké Avot 3:17 — Rabbi Elazar ben Azaria,Rabbi Samson Raphael Hirsch,true,likely-PD-or-traditional,"""Derech eretz"" — la conduite humaine, la civilité, le savoir-vivre — et la Torah sont indissociables. La Torah sans éthique civile tourne en fanatisme ; l'éthiq"
data/cards.ts,card-138,Pirké Avot 4:21 — Rabbi Elazar HaKappar,Rabbi Yisrael Salanter,true,likely-PD-or-traditional,"Rabbi Elazar HaKappar identifie les trois poisons spirituels qui détruisent la paix intérieure et la vie sociale. ""Hors du monde"" (min ha-olam) signifie à la fo"
data/cards.ts,card-139,Pirké Avot 2:13 — Rabbi Shimon ben Netanel,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),La prière lente et approfondie (arech bitefillato) est associée à une vie longue. Ce n'est pas une superstition mais une psychologie profonde : la contemplation
data/cards.ts,card-140,"Talmud Bavli, Sanhedrin 37a",Elie Wiesel,true,COPYRIGHT (†2016 → 2086),Ce passage du Talmud est l'un des plus cités de la tradition juive. Il fonde l'obligation de sauvegarder la vie humaine (pikuach nefech) sur la reconnaissance q
data/cards.ts,card-141,Pirké Avot 2:1 — Rabbi Yehudah HaNasi,Maimonide,true,likely-PD-or-traditional,Rabbi Yehudah HaNasi offre une double grille pour évaluer le bien : la cohérence intérieure (l'action honore son auteur) et l'approbation sociale (elle est reco
data/cards.ts,card-142,Pirké Avot 2:10 — Rabbi Eliezer ben Hyrcanus,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),Cette métaphore saisissante enseigne qu'approcher la sagesse demande un respect profond. La Torah n'est pas un livre d'informations neutres — c'est un feu vif q
data/cards.ts,card-143,Pirké Avot 6:6,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Cette déclaration sur les disciples de sages exprime un idéal communautaire : voir dans chaque étudiant de Torah, quelle que soit son origine, un être aimé, pur"
data/cards.ts,card-144,Pirké Avot 4:4 — Rabbi Yohanan HaSandlar,Maimonide,true,likely-PD-or-traditional,Le Hilloul Hashem (profanation du Nom) n'est pas seulement une question de blasphème verbal — c'est toute conduite qui donne une mauvaise image du judaïsme ou d
data/cards.ts,card-145,Pirké Avot 2:1 — Rabbi Yehudah HaNasi,Rabbi Yisrael Salanter,true,likely-PD-or-traditional,Cette méditation sur la conscience de Dieu est un antidote puissant à l'orgueil et à l'impulsivité morale. Savoir que nos actes sont observés et auront des cons
data/cards.ts,card-146,Pirké Avot 4:10 — Rabbi Levitas de Yavneh,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"""Shpal ruach"" — bas d'esprit, humble — ne signifie pas être faible ou effacé. C'est la reconnaissance que chaque être porte quelque chose que je ne possède pas."
data/cards.ts,card-147,"Talmud Bavli, Berakhot 5a",Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"Le Talmud décrit les épreuves (Yissurin) comme des occasions de croissance spirituelle. Ce qui est perdu dans la douleur — certaines illusions, certains attache"
data/cards.ts,card-148,Pirké Avot 6:2,Rashi,true,likely-PD-or-traditional,"La relation maître-disciple dans la tradition juive est sanctifiée. Servir son maître — lui apporter de l'eau, préparer sa place, écouter ses paroles — est une"
data/cards.ts,card-149,Pirké Avot 2:14 — Rabbi Tarfon,Maimonide,true,likely-PD-or-traditional,"Rabbi Tarfon enseigne que la conscience du regard divin transforme tout travail en service. Cette ""intention"" (kavanah) est l'une des notions les plus important"
data/cards.ts,card-150,Pirké Avot 2:16 — Rabbi Tarfon,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Cette maxime de Rabbi Tarfon est la réponse juive à toute paralysie devant l'ampleur des défis du monde. L'idéal de Tikun Olam (réparation du monde) n'exige pas
data/cards.ts,card-151,Vayikra 19:18,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Rabbi Akiva proclamait ce verset comme le grand principe de toute la Torah. Hillel le reformule négativement : ""Ce qui t'est odieux, ne le fais pas à ton procha"
data/cards.ts,card-152,Vayikra 19:2,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),Le chapitre de la Sainteté (Parashat Kedoshim) est le cœur éthique de la Torah. L'invitation à la sainteté n'est pas réservée à une élite monastique — elle s'ad
data/cards.ts,card-153,Vayikra 19:18,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),L'interdiction de la vengeance et du rancœur dans la Torah précède le commandement d'amour du prochain. La Torah reconnaît que la vengeance est une pulsion natu
data/cards.ts,card-154,Vayikra 19:32,Maimonide,true,likely-PD-or-traditional,"Le respect des personnes âgées est un commandement de la Torah — et la Halakha l'étend à toute personne de plus de 70 ans, juive ou non. Le Talmud enseigne : ""S"
data/cards.ts,card-155,Bamidbar 6:24-25 — Birkat Kohanim,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),La Bénédiction des Cohanim est la plus ancienne prière connue du monde — retrouvée gravée sur argent à Jérusalem (VIIe s. av. J.-C.). Sa structure tripartite pr
data/cards.ts,card-156,Bamidbar 6:26 — Birkat Kohanim (3e verset),Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),Le troisième verset de la Bénédiction des Cohanim culmine sur la paix (shalom). La paix n'est pas la simple absence de guerre — c'est la plénitude de l'être (sh
data/cards.ts,card-157,Devarim 6:4,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"Le Shema est la profession de foi centrale du judaïsme. ""Écoute"" (Shema) — pas ""crois"" ou ""proclame"" — demande d'abord d'entendre. L'unité de Dieu n'est pas seu"
data/cards.ts,card-158,Devarim 6:5 — Ve'ahavta,Maimonide,true,likely-PD-or-traditional,"Le Ve'ahavta (tu aimeras) est l'un des deux grands commandements que Jésus citera pour résumer toute la Torah. Aimer de ""tout son meod"" (toute sa force, toutes"
data/cards.ts,card-159,Devarim 30:19,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Ces mots de Moïse à la fin de sa vie sont l'un des appels les plus directs de la Torah. La liberté humaine est réelle — il y a un choix à faire. Et Dieu lui-mêm
data/cards.ts,card-160,Devarim 30:14,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Moïse répond à l'excuse ""la Torah est trop haute, trop lointaine"" en affirmant : elle est très proche. Elle n'est pas dans les cieux ni au-delà des mers — elle"
data/cards.ts,card-161,Tehillim 1:1,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le premier Psaume ouvre le Livre de la Louange avec une béatitude. ""Ashrei"" — heureux — ne désigne pas un bonheur passager mais une félicité profonde. La félici"
data/cards.ts,card-162,Tehillim 23:1,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),"Le Psaume 23 est le psaume le plus récité du monde, dans les funérailles comme dans les naissances. L'image du berger est universelle — tendresse et protection"
data/cards.ts,card-163,Tehillim 23:4,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),"Ce verset a accompagné des générations de mourants, de persécutés, de prisonniers. La présence divine ne supprime pas la vallée sombre — elle la traverse avec n"
data/cards.ts,card-164,Tehillim 27:1,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),David chante cette confiance absolue dans un psaume liturgique récité pendant le mois d'Eloul (avant Rosh Hashana). La lumière de Dieu ne dispense pas des ténèb
data/cards.ts,card-165,Tehillim 27:4,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"David réduit toute prière à une seule demande : la présence divine. Non pas la santé, ni la richesse, ni la victoire — mais la demeure en Dieu. Heschel : ""Le bu"
data/cards.ts,card-166,Tehillim 34:9,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"""Goûter"" la bonté divine est une invitation à l'expérience directe, pas seulement à la croyance théorique. Le mysticisme juif (souffrant avec bonheur) est préci"
data/cards.ts,card-167,Tehillim 51:19,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Le Psaume 51 est le grand psaume de Teshuvah, composé par David après sa faute avec Bethsabée. La ligne finale est l'une des plus émouvantes de la Bible : Dieu"
data/cards.ts,card-168,Tehillim 51:12,Maimonide,true,likely-PD-or-traditional,"David demande non pas un ""cœur amélioré"" mais un ""lev tahor"" — un cœur pur, comme neuf, créé de rien. La Teshuvah profonde n'est pas une réparation mais une rec"
data/cards.ts,card-169,Tehillim 36:10,Rabbi Isaac Louria,true,likely-PD-or-traditional,"Cette formule mystique est l'une des plus belles de la Bible hébraïque. ""Dans ta lumière nous voyons la lumière"" (be-orcha nireh or) décrit l'expérience mystiqu"
data/cards.ts,card-170,Tehillim 133:1,Martin Buber,true,COPYRIGHT (†1965 → 2035),"Ce psaume bref chante la fraternité. ""Gam yachad"" — ensemble dans l'unité — exprime quelque chose de plus que la cohabitation : une harmonie profonde, une conve"
data/cards.ts,card-171,Tehillim 137:1,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),Ce psaume de l'exil est peut-être le plus émouvant de la Bible. Les exilés refusent de chanter — leurs harpes sont suspendues aux saules. Le souvenir de Jérusal
data/cards.ts,card-172,Tehillim 138:6 (cf. Jérémie 31:3),Franz Rosenzweig,true,likely-PD-or-traditional,"Cette formule du prophète Jérémie, reprise dans les Psaumes, décrit l'expérience de la présence divine à travers la distance. Dieu ne se révèle souvent que dans"
data/cards.ts,card-173,Tehillim 139:7,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le Psaume 139 est l'expression la plus complète de l'omniprésence divine dans la Bible. Dieu est dans les cieux et dans le séjour des morts, à l'aube et aux ext"
data/cards.ts,card-174,Tehillim 139:14,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"David remercie Dieu pour la complexité même de son être. ""Niflaythi"" — j'ai été façonné de manière merveilleuse — est une méditation sur la préciosité de chaque"
data/cards.ts,card-175,Tehillim 19:2,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Heschel appelle ""étonnement radical"" (radical amazement) cette capacité à entendre dans la création un message divin. Le Psaume 19 affirme que le cosmos est une"
data/cards.ts,card-176,Tehillim 29:11,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Ce verset conclut un psaume de la tempête cosmique. Après la puissance et le tonnerre de Dieu sur les eaux, vient la bénédiction de paix pour son peuple. La pai"
data/cards.ts,card-177,Tehillim 96:1,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"L'invitation à un ""shir hadash"" — un cantique nouveau — est un motif qui parcourt les Psaumes, Isaïe et l'Apocalypse. La rencontre avec Dieu n'est jamais répéti"
data/cards.ts,card-178,Tehillim 118:5,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Le passage de ""metzar"" (étroitesse, détresse) à ""merchav"" (espace large) est le mouvement central de toute l'expérience religieuse. Ce n'est pas la suppression"
data/cards.ts,card-179,Tehillim 118:24,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Ce verset du Hallel (Psaumes 113-118) est chanté à Pessah et lors de toutes les fêtes. ""Ce jour"" n'est pas seulement un jour historique — c'est chaque jour vécu"
data/cards.ts,card-180,Tehillim 150:1,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"Le livre des Psaumes se clôt sur un crescendo de louange. Le Psaume 150 est une invitation universelle — tous les instruments, tous les êtres, toute créature do"
data/cards.ts,card-181,"Talmud Bavli, Sanhedrin 37a",Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Cette affirmation talmudique bouleversante fonde la dignité absolue de chaque être humain. Non pas ""pour nous"" collectivement, mais ""pour moi"" individuellement."
data/cards.ts,card-182,"Talmud Bavli, Sanhedrin 37a",Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Ce principe est la base même de l'éthique médicale juive et du commandement de pikuach nefech (sauver une vie). Si chaque être humain est un monde, alors chaque"
data/cards.ts,card-183,"Talmud Yerushalmi, Pea 1:1",Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Le Talmud de Jérusalem place la paix au sommet de la hiérarchie des valeurs. La Torah entière — tous ses commandements — est à mettre dans la balance contre la
data/cards.ts,card-184,"Talmud Bavli, Taanit 20a",Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Le roseau (qaneh) plie dans le vent sans se briser, contrairement au cèdre rigide qui s'abat dans la tempête. Cette métaphore talmudique enseigne la douceur des"
data/cards.ts,card-185,"Talmud Bavli, Yoma 87a",Maimonide,true,likely-PD-or-traditional,"La Halakha du pardon est délicate : l'offensé n'est pas obligé de pardonner à la première demande (ce serait dévaluer la douleur), mais refuser trois demandes s"
data/cards.ts,card-186,"Talmud Bavli, Bava Metzia 58b",Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),La honte publique est comparée au meurtre dans le Talmud — car le sang quitte le visage du honteux comme il quitte le corps du mort. Cette hyperbole délibérée e
data/cards.ts,card-187,"Talmud Bavli, Sanhedrin 106b",Maimonide,true,likely-PD-or-traditional,"Cette formule araméenne du Talmud est la réponse aux questions de légalisme externe : ce que Dieu demande en premier lieu, c'est l'intention du cœur (kavanah)."
data/cards.ts,card-188,"Talmud Bavli, Berachot 5a",Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"L'étude de la Torah n'est pas seulement intellectuelle — elle est expiatoire, transformatrice, purificatrice. Les rabbins voyaient dans l'étude un rite sacré de"
data/cards.ts,card-189,"Talmud Bavli, Avoda Zara 17b (cf. Pirké Avot 4:20)",Rabbi Levi Yitzhak de Berditchev,true,likely-PD-or-traditional,"Cette maxime talmudique encourage à chercher la sagesse partout, même dans les sources inattendues. Le Rabbi de Berditchev aimait raconter comment il apprit une"
data/cards.ts,card-190,"Talmud Yerushalmi, Makkot 2:6",Maimonide,true,likely-PD-or-traditional,"Ce dialogue symbolique révèle une conception profonde du châtiment : il n'est pas une punition extérieure imposée, mais la conséquence naturelle de l'acte lui-m"
data/cards.ts,card-191,"Maimonide — Michné Torah, Hilkhot De'ot 2:3",Maimonide,true,likely-PD-or-traditional,"Maimonide enseigne la théorie des vertus par le ""juste milieu"" (derekh ha-emtza) : la vertu est un équilibre entre deux extrêmes. Mais il reconnaît qu'en matièr"
data/cards.ts,card-192,Maimonide — Moreh Nevukhim I:35,Maimonide,true,likely-PD-or-traditional,La théologie négative de Maimonide (via negativa) enseigne qu'on ne peut dire de Dieu que ce qu'il n'est pas — car toute affirmation positive le limiterait. Mai
data/cards.ts,card-193,"Maimonide — Michné Torah, Hilkhot Teshuvah 2:1",Maimonide,true,likely-PD-or-traditional,La définition maimonidéenne de la Teshuvah est exigeante : elle ne se mesure pas aux larmes ou aux paroles mais au comportement face à la même situation. Le rep
data/cards.ts,card-194,Maimonide — Introduction à Pirké Avot (Shemonah Perakim),Maimonide,true,likely-PD-or-traditional,"Pour Maimonide, la foi (Emunah) n'est pas un acte aveugle mais une conviction intellectuelle fondée sur la connaissance de Dieu. Plus on le connaît, plus on l'a"
data/cards.ts,card-195,"Maimonide — Michné Torah, Hilkhot De'ot 1:5",Maimonide,true,likely-PD-or-traditional,Maimonide fait du travail sur soi (tikkun hamidot — la rectification des traits de caractère) un commandement de la Torah à part entière. La spiritualité juive
data/cards.ts,card-196,Liqoutey Moharan II:48 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Cette maxime est devenue l'hymne du hassidisme breslevien. Le monde est dangereux, incertain, étroit comme un pont — mais la réponse n'est pas de s'arrêter ni d"
data/cards.ts,card-197,Liqoutey Moharan I:6 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Le combat de Rabbi Nahman contre le désespoir (yiush) est central dans sa pensée. Même le plus grand pécheur, même le plus éloigné, peut revenir — car Dieu est"
data/cards.ts,card-198,Liqoutey Moharan II:24 — Rabbi Nahman de Breslev,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"Pour Rabbi Nahman, la joie (Simcha) n'est pas une option émotionnelle mais un commandement spirituel fondamental. Être dans la joie, c'est être dans la présence"
data/cards.ts,card-199,Liqoutey Eitzot — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,L'hitbodedut (prière personnelle improvisée en langue vernaculaire) est le cœur de la pratique breslevienne. Pas de liturgie formelle — juste une conversation d
data/cards.ts,card-200,Liqoutey Moharan II:112 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Le principe de Tikun (réparation) est symétrique au principe de bris : si une chose peut être cassée, elle peut être réparée. Rabbi Nahman applique cela à l'âme"
data/cards.ts,card-201,Liqoutey Moharan I:4 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Rabbi Nahman reprend la formule talmudique de Sanhedrin 37a pour lui donner une résonance hassidique : chaque âme est unique, irremplaçable, et la Torah s'adres"
data/cards.ts,card-202,Sichot HaRan 45 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,Rabbi Nahman ne prescrit pas de silencieuse résignation face à la chute spirituelle — il prescrit le cri. Tza'ak (crier vers Dieu) est une forme authentique de
data/cards.ts,card-203,Tehillim 32:10,Bahya ibn Paquda,true,likely-PD-or-traditional,"Le Bitachon (confiance en Dieu) est un des thèmes centraux du Hovot HaLevavot (Devoirs du Cœur) de Bahya ibn Paquda, et de toute la spiritualité juive. Ce n'est"
data/cards.ts,card-204,Sichot HaRan 155 — Rabbi Nahman de Breslev,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Cette conviction de la renewabilité quotidienne est au cœur du hassidisme. Chaque matin, lors du lever, on dit : ""Je te remercie, Roi vivant et éternel, de m'av"
data/cards.ts,card-205,"Talmud Bavli, Megillah 31a",Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),Le Talmud révèle paradoxalement que la grandeur absolue de Dieu s'exprime dans son humilité. Il crée un monde pour des êtres limités et fait alliance avec eux.
data/cards.ts,card-206,Pirké Avot 3:5 — Rabbi Nehounyah ben Hakana,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"Cette promesse paradoxale dit que la Torah libère plutôt qu'elle n'opprime. Le joug de la Torah — ses commandements, ses études — remplace les angoisses plus lo"
data/cards.ts,card-207,Pirké Avot 5:19,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"La Mishna identifie les qualités des disciples d'Abraham par opposition à ceux de Bilaam : générosité du regard (ayin tova), humilité d'esprit, contentement de"
data/cards.ts,card-208,Chofetz Chaim — Ahavat Chesed I:1,Chofetz Chaim,true,likely-PD-or-traditional,"Le Chofetz Chaim (Rabbi Israël Meir Kagan) enseigne une empathie radicale : pour comprendre l'autre, commence par toi-même. Nos propres désirs, peurs et souffra"
data/cards.ts,card-209,"Talmud Bavli, Arachin 15b",Chofetz Chaim,true,likely-PD-or-traditional,Le Chofetz Chaim a consacré toute son œuvre à la guérison du lashon hara (médisance). Ce passage du Talmud révèle l'étendue du dommage : la parole malveillante
data/cards.ts,card-210,Tehillim 107:42,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"La joie des justes devant les œuvres de Dieu est une récompense spirituelle, pas seulement eschatologique. Voir juste — percevoir la main de Dieu dans l'histoir"
data/cards.ts,card-211,"Rav Kook, Orot HaTeshuvah 1:1",Rav Kook,true,PD (†1935),"Pour Rav Kook, la teshuvah est un phénomène cosmique avant d'être personnel. Elle est inscrite dans la structure même de l'existence. Chaque élan vers le bien,"
data/cards.ts,card-212,"Rav Kook, Orot HaKodesh II",Rav Kook,true,PD (†1935),Rav Kook voyait dans l'amour du peuple juif non pas un particularisme ethnique mais l'amour pour l'étincelle divine collective portée par ce peuple. La nation d
data/cards.ts,card-213,"Rav Kook, Orot HaKodesh III",Rav Kook,true,PD (†1935),"La pensée de Rav Kook brise la frontière entre sacré et profane. Le monde moderne, l'art, la science, même le sionisme laïque — tout cela porte des étincelles d"
data/cards.ts,card-214,"Rav Kook, Orot HaTeshuvah 14:5",Rav Kook,true,PD (†1935),"Contre une tradition de teshuvah marquée par le deuil et l'auto-flagellation, Rav Kook insiste sur la joie comme moteur du retour. La teshuvah véritable naît de"
data/cards.ts,card-215,"Rav Kook, Orot HaEmunah",Rav Kook,true,PD (†1935),"Rav Kook n'ignorait pas les doutes modernes — il les intégrait. Pour lui, la foi véritable n'est pas l'absence de questionnement mais quelque chose qui transcen"
data/cards.ts,card-216,"Rav Kook, Orot HaKodesh II",Rav Kook,true,PD (†1935),La mystique de Rav Kook voit une âme collective (neshama klalit) portée par chaque juif. Cela signifie que les actes de l'individu ont des répercussions collect
data/cards.ts,card-217,"Rav Kook, Orot HaTeshuvah 6",Rav Kook,true,PD (†1935),"Rav Kook étend la teshuvah à une dimension civilisationnelle. La crise moderne — guerres, injustices, aliénation — est le symptôme d'une teshuvah cosmique qui s"
data/cards.ts,card-218,"Rav Kook, Igrot HaRaAYaH I",Rav Kook,true,PD (†1935),"Rav Kook fut un des premiers penseurs religieux à embrasser pleinement l'évolutionnisme, y voyant une confirmation de la vision kabbalistique d'un univers en mo"
